last,first,mlbid,ab_id,pitch_id,start_speed,x0,z0,px,pz,pfx_x,pfx_z,stand,inning,height,spinrateND,spindirND,vxf,vzf,xangle,zangle,pitch_type
Hand,Donovan,518764,8227564,18018159,68.2679,-1.87927,6.11196,0.820492,2.16158,9.746,-4.58,R,7,76,1874.75,61.4792,7.55085,-17.3244,-4.72521,10.7385,CU
Harris,William,501789,8325487,18393213,81.0717,-1.80874,6.30925,-0.563026,1.98524,4.04,-11.07,R,8,76,2997.48,19.5771,3.96137,-20.3805,-2.11564,10.7612,CU
Troncoso,Ramon,470462,8273871,18194934,75.8146,-1.8681,6.49669,-1.613,3.57003,-1.36,-4.216,L,11,73,509.07,346.056,0.083455,-15.209,-0.0474717,8.58644,CU
Burnett,A.J.,150359,7989736,17189176,83.2241,-1.63481,5.79778,0.528183,1.28142,7.404,-5.799,R,8,76,1895.77,48.0475,7.18505,-19.1516,-3.74036,9.88478,CU
Padilla,Vicente,218894,6882474,14230873,79.2548,-3.09962,5.77918,0.82495,0.102857,8.127,-9.855,L,9,74,3664.16,38.6447,10.6329,-22.6078,-5.87006,12.3308,CU
Cobb,Alexander,502171,7997031,17216885,78.7592,-1.6641,5.72729,0.462914,1.34468,7.18,-11.05,L,6,73,3633.51,32.0209,6.58381,-20.2908,-3.68873,11.2377,CU
Frieri,Ernesto,457117,7854800,16747207,78.1148,-1.94673,5.45674,-0.661726,2.74427,5.27,-6.09,R,7,74,1076.71,39.474,4.33849,-15.3508,-2.35598,8.28263,CU
Latos,Mat,502009,8082301,17542949,81.7271,-0.132211,7.19723,1.61824,1.69698,2.92,-4.97,R,2,78,900.279,27.4529,4.71008,-20.9152,-2.47927,10.8833,CU
Karstens,JeFA,444371,8023715,17319068,72.6991,-2.98254,6.69317,-0.81714,1.28281,9.81,-5.55,L,2,75,3496.92,56.0179,7.05897,-20.3926,-4.13796,11.805,CU
Melancon,Mark,453343,7922963,16929762,83.5377,-1.26007,6.31961,1.12428,-0.259049,0.664,-3.5,R,11,74,570.466,13.9109,5.42992,-22.9072,-2.7868,11.6046,CU
Mikolas,Miles,571945,8055549,17440277,75.6575,-1.10485,6.65007,-0.629298,2.26968,6.17,-10.29,L,6,77,2861.32,28.5964,2.85012,-19.9653,-1.61734,11.1882,CU
Veras,Jose,407842,7727563,16393785,79.9968,-2.61626,5.69287,0.0111543,1.91851,11.1,-3.62,R,8,78,2609.87,67.7552,9.06557,-16.7431,-4.91355,9.02179,CU
Peralta,Joel,407908,8202286,17920890,79.8919,-1.66508,6.49305,0.346326,2.36078,5.731,-2.526,R,8,71,1061.05,59.7761,6.10145,-17.15,-3.24948,9.06699,CU
Correia,Kevin,429781,7986833,17178005,77.9405,-1.11147,6.27802,-0.386791,2.37097,7.459,-3.606,R,5,75,1205.74,58.38,3.86936,-16.9932,-2.11969,9.23264,CU
Belisle,Matt,279571,7211760,15130862,68.5156,-2.03626,6.71978,-1.31103,2.75989,8.268,-4.737,L,7,76,1307.65,55.1804,3.62328,-17.3832,-2.26363,10.7382,CU
Volquez,Edinson,450172,8027082,17331779,82.1648,-0.709047,5.7461,0.882811,0.210658,5.67,-7.03,R,8,72,1606.49,35.2679,5.3171,-21.7169,-2.78379,11.2328,CU
Wright,Jamey,124604,8205156,17932077,79.4555,-2.81145,6.48019,1.20189,1.47468,13.341,-9.115,R,7,78,9725.13,53.404,12.4507,-20.9832,-6.90848,11.541,CU
Peavy,Jake,408241,8175305,17815887,80.9705,-1.59367,5.91867,-0.839138,3.28251,2.263,-2.512,L,4,73,393.44,36.9193,2.35163,-13.9948,-1.24231,7.35365,CU
Johnson,Josh,435178,8098268,17605014,78.4155,-2.24363,6.1341,-0.492215,2.26506,4.788,-5.485,L,3,79,1119.61,38.5962,5.12892,-17.5227,-2.8036,9.49804,CU
Shields,James,448306,7435666,15673121,77.8974,-1.49698,5.73724,0.496795,2.36013,10.7,-5.89,L,7,76,2547.41,58.3015,7.43232,-16.6309,-4.12436,9.16583,CU
Zimmermann,Jordan,519455,7144651,14958438,76.5151,-2.29704,5.91912,0.934229,3.07526,6.83,-7.82,L,3,74,1903.98,41.7823,8.59863,-16.165,-4.8117,8.9925,CU
Torres,Carlos,448614,7950976,17036848,78.9404,-2.51357,5.95888,0.696612,0.61507,5.741,-7.529,R,9,73,2442.5,36.3476,8.50751,-21.2599,-4.58521,11.3327,CU
Vazquez,Javier,134320,6958703,14450656,82.9571,-1.51186,5.60772,-0.0727119,2.53502,4.53,-1.65,L,6,74,611.334,62.0603,4.65024,-14.6265,-2.4141,7.55354,CU
Floyd,Gavin,425856,7509184,15855338,79.1053,-2.05863,5.79281,-1.83979,2.90275,5.12,-8,L,7,78,1580.03,29.9871,2.09329,-16.3177,-1.14934,8.8886,CU
Carpenter,Chris,112020,6858219,14159647,75.4206,-1.64088,6.21542,-0.215049,2.33467,8.22,-9.99,R,1,78,2912.14,37.4573,5.29073,-18.8406,-3.06411,10.7924,CU
Arias,Jonathan,501725,8136738,17718296,73.3988,-1.30411,6.31168,-1.74032,2.90468,6.362,-6.661,L,7,75,1385.3,38.7651,1.06939,-16.9014,-0.628915,9.84226,CU
Kimbrel,Craig,518886,7979393,17149713,85.0518,-2.63039,5.03752,-0.0641798,1.91015,6.858,-4.481,R,9,71,1458.64,54.7114,8.1222,-15.7396,-4.06556,7.84236,CU
Wilhelmsen,Tom,452666,6693639,13671293,78.0485,-1.85074,6.34691,-0.126674,2.06779,0.325,-8.219,L,5,78,1297.37,5.05965,3.60912,-19.2086,-1.99691,10.5128,CU
Veras,Jose,407842,8271981,18187571,77.1162,-2.31099,5.78067,0.418939,1.60067,11.451,-6.731,R,9,78,3394.41,56.6637,9.0526,-18.4916,-5.08899,10.3099,CU
Infante,Gregory,500872,6679667,13635638,82.3311,-0.840845,5.9102,-1.13809,0.938931,1.511,0.231,L,9,74,150.93,52.4904,-0.129443,-18.0945,0.066765,9.25169,CU
Allen,Cody,592102,8067694,17486740,84.7313,-0.94948,5.87936,0.658778,1.68173,5.138,-4.522,L,8,73,1045.83,44.5186,5.36708,-18.1287,-2.69699,9.04072,CU
Fister,Douglas,450729,8318650,18366945,74.3891,-3.69753,6.25566,-0.414582,0.670884,4.518,-9.308,L,4,80,2285.51,26.5436,7.68288,-21.8872,-4.50601,12.6536,CU
Wright,Jamey,124604,8263676,18155948,78.755,-3.05658,6.40184,-0.847194,2.0288,10.828,-9.781,R,10,78,4972.8,45.6719,7.94923,-19.8984,-4.40855,10.9229,CU
Volquez,Edinson,450172,7191113,15079899,80.0947,-2.12939,5.84197,0.469195,1.49435,4.33,-7.36,R,3,72,1477.19,30.4163,6.86448,-19.1865,-3.66845,10.1597,CU
Cahill,Trevor,502239,7153939,14984258,80.9882,-1.6373,6.42546,1.772,0.878676,2.59,-5.1,R,4,76,929.399,28.0368,8.00228,-20.9567,-4.30554,11.1538,CU
Miller,Jim,461848,7948913,17029096,75.5466,-2.40131,5.86085,-0.145391,2.48657,6.768,-5.089,R,8,73,1229.88,50.4247,6.52595,-16.3628,-3.72449,9.27001,CU
Deduno,Samuel,465679,8319314,18369515,82.86,-0.882482,6.09434,0.367361,2.13817,9.024,-5.543,L,2,75,2194.78,54.7335,5.79345,-17.8734,-2.97818,9.11848,CU
Cahill,Trevor,502239,6796705,13981330,78.7112,-1.80259,5.7142,0.516655,2.0421,4.539,-7.464,L,4,76,1398.46,31.2758,6.16778,-17.7302,-3.42656,9.76623,CU
Hanson,Tommy,462102,7285702,15310227,76.4008,-0.726885,6.93755,2.15826,-0.157304,0.865,-7.672,R,4,78,1501.69,10.3197,5.96036,-24.4943,-3.42282,13.8092,CU
Wilhelmsen,Tom,452666,8183631,17848833,78.5489,-1.69056,6.18829,-1.13488,2.80589,6.51,-12.27,L,10,78,3411.78,26.2746,3.17137,-18.6325,-1.78708,10.3876,CU
Hudson,Tim,218596,7211437,15129626,74.8273,-0.89285,5.10409,-1.29946,2.70407,8.216,-8.448,L,6,73,2011.9,41.7173,1.7347,-15.4931,-0.986495,8.743,CU
Gallardo,Yovani,451596,7850515,16730610,82.1144,0.433237,6.57867,-0.60416,2.22065,2.45,-3.63,R,8,74,549.882,23.7458,-1.40569,-18.0571,0.732547,9.3273,CU
Hughes,Phil,461833,8194692,17891767,74.5125,-3.04133,6.09914,1.39039,1.26648,8.343,-7.083,L,5,77,2093.58,48.5927,11.1766,-19.815,-6.40477,11.2555,CU
Wright,Jamey,124604,7005585,14581290,80.5684,-2.85904,6.46348,0.230079,1.69577,10.512,-10.372,L,9,78,5367.41,43.6185,9.76477,-20.9505,-5.38533,11.4342,CU
Reynolds,Greg,453353,6980528,14511098,73.598,-1.99797,6.56447,0.176909,2.44197,3.86,-1.75,L,3,79,615.186,55.6534,5.32436,-16.7997,-3.12636,9.77822,CU
Shields,James,448306,7079125,14783154,79.26,-1.17472,5.89634,0.26824,0.783222,6.61,-8.83,R,2,76,2229.91,34.0297,5.10595,-21.1711,-2.79056,11.4259,CU
Cobb,Alexander,502171,8185113,17854533,78.7292,-1.57196,6.0884,0.503275,1.65861,11.2,-10.29,L,7,73,5800.17,45.1063,7.77803,-20.1655,-4.3293,11.1045,CU
Coleman,Casey,488787,6790524,13961658,76.1816,-0.545528,6.22154,1.02729,1.97537,9.358,0.634,R,3,72,1205.31,85.0451,6.0027,-16.3175,-3.42411,9.23819,CU
Buchholz,Clay,453329,7969522,17111589,76.1391,-2.27277,6.1416,-0.88747,2.98831,10.386,-2.904,L,5,75,1777.18,69.7881,5.95202,-15.2485,-3.39085,8.63129,CU
Latos,Mat,502009,8054190,17435107,76.6844,-0.380916,7.17474,-0.304167,1.51727,1.166,-3.72,L,5,78,528.069,12.8129,0.523317,-20.5387,-0.290223,11.2439,CU
Davis,Wade,451584,8010503,17268212,82.556,-2.05722,6.53174,0.97859,3.0606,4.685,-6.712,R,5,77,1333.24,35.6944,8.09379,-17.182,-4.2381,8.94008,CU
Isringhausen,Jason,116414,7781483,16528212,77.5446,-1.90682,6.21301,-0.107925,3.02758,7.84,-10.392,R,8,75,3196.7,36.2475,6.07192,-17.6454,-3.4163,9.84184,CU
Beckett,Josh,277417,8022271,17313606,73.5348,-2.2515,5.56962,-0.713714,1.03538,13.74,-8.07,L,6,77,6166.45,55.7314,6.99067,-19.4527,-4.16876,11.4652,CU
Medlen,Kris,450665,8079470,17531870,76.149,-1.09423,5.75509,-0.312922,1.23194,6.253,-10.41,L,1,70,2753.34,28.7923,3.49156,-20.2952,-1.97961,11.3601,CU
Guerrier,Matt,407825,8292115,18264891,79.4973,-1.73246,6.45096,0.338158,2.43311,2.388,-5.559,R,8,75,866.156,23.8542,5.06379,-17.8727,-2.74838,9.61656,CU
Wakefield,Tim,123801,6817031,14041056,61.2051,-0.786573,6.74652,0.981595,2.30322,10.337,-7.593,R,7,74,2510.96,50.0179,5.35646,-19.0462,-3.82175,13.3618,CU
Gregg,Kevin,276514,7977347,17141887,81.6461,-2.50292,6.45563,-0.049266,1.55791,2.711,-4.257,L,8,78,707.181,31.155,6.18103,-19.4262,-3.20599,9.98426,CU
Estrada,Marco,462136,8352218,18495982,77.0932,-1.23331,6.32669,0.348942,1.37454,2.13,-5.95,R,5,72,879.637,19.2279,3.8593,-19.8208,-2.15044,10.9155,CU
Axelrod,Dylan,518420,8181747,17840717,75.818,-2.1131,5.97864,-0.703076,2.84985,7.058,-5.556,L,1,72,1308.61,48.9244,4.9811,-16.0241,-2.82119,9.0081,CU
Volquez,Edinson,450172,8240694,18068076,80.4112,-1.84953,5.61069,0.377868,2.17426,10.167,-4.715,R,4,72,2197.45,61.8607,8.0002,-16.4055,-4.28939,8.74394,CU
Fernandez,Jose,605228,8248259,18096845,83.8177,-2.06525,5.78145,1.11759,1.85181,6.042,-3.33,L,2,74,1114.28,57.4804,9.078,-17.0876,-4.60733,8.62544,CU
Gee,Dillon,518716,7313403,15379300,74.5757,-1.32159,5.68336,0.674078,1.60099,9.165,-8.972,R,2,73,3243.95,43.616,6.6577,-18.9167,-3.85649,10.8428,CU
Burnett,A.J.,150359,8282492,18228089,81.9327,-1.87822,5.58669,-1.14059,2.29183,8.877,-7.468,R,5,76,2320.72,46.7274,4.52342,-17.0375,-2.3964,8.95765,CU
Floyd,Gavin,425856,8005429,17249053,79.7829,-2.38232,5.77961,-1.5307,3.80331,10.765,-8.537,L,2,78,3936.51,49.8589,5.19369,-14.6001,-2.87278,8.02949,CU
Chatwood,Tyler,543022,7580142,16030332,79.8874,-1.34133,5.90927,1.38401,0.482223,0.648,-3.232,R,2,72,478.303,16.254,5.91611,-20.0884,-3.157,10.6077,CU
Lynn,Lance,458681,7519144,15879410,81.7326,-2.43719,5.46485,-0.926969,2.63506,1.76,-7.42,R,6,77,1115.25,14.6897,3.83309,-16.0536,-1.99234,8.28926,CU
Torres,Carlos,448614,8340853,18452157,81.9357,-3.10505,5.27529,-0.346041,0.436888,5.138,-9.027,R,7,73,2026.67,29.565,7.61289,-20.8681,-3.99978,10.8503,CU
Kimbrel,Craig,518886,6929025,14365013,88.3995,-2.42069,5.47006,1.4479,0.754764,6.1,-5.27,L,9,71,1482.49,47.4121,11.1508,-19.7515,-5.38789,9.48429,CU
Hughes,Phil,461833,8056729,17444821,77.2307,-3.39879,5.70855,0.126363,2.08794,6.646,-5.131,R,6,77,1328.69,51.0219,9.21941,-16.8833,-5.10494,9.29105,CU
Correia,Kevin,429781,6703228,13706929,76.8976,-1.17084,6.20878,-0.444013,1.52446,5.8,-6.5,L,5,75,1335.3,37.6909,3.30246,-19.4616,-1.83014,10.6639,CU
Wakefield,Tim,123801,7800584,16577638,59.8637,-1.03997,6.41014,-0.994779,3.12486,7.113,-7.688,R,9,74,1336.02,38.1357,1.7692,-17.3278,-1.31176,12.6407,CU
Peralta,Joel,407908,7519827,15882051,78.5632,-1.99439,6.21577,-1.05929,3.89773,4.8,-4.59,R,8,71,799.778,43.7654,3.466,-14.0521,-1.89117,7.62479,CU
Hernandez,Felix,433587,8183696,17849084,81.8564,-1.94507,5.96596,0.981072,1.43099,9.12,-11.29,L,5,75,4910.35,38.0061,9.12504,-20.8517,-4.95389,11.2035,CU
Cain,Matt,430912,7986520,17176789,77.7861,-2.51893,6.14861,1.21633,2.85521,10.181,-4.547,R,4,75,2131.33,64.1429,10.8915,-16.0438,-5.93188,8.70186,CU
Burnett,A.J.,150359,8332816,18421390,82.6079,-2.35438,5.61878,-0.887402,0.756809,3.929,-7.04,L,3,76,1395.1,27.43,4.52318,-20.3474,-2.32444,10.3482,CU
Gallardo,Yovani,451596,7961669,17081489,81.5705,0.111588,6.46047,1.24444,1.27932,7.686,-3.604,R,5,74,1282.66,56.8123,4.9601,-19.7595,-2.62803,10.3621,CU
Veras,Jose,407842,8097194,17600768,77.3817,-2.65615,5.75539,0.10048,1.64934,9,-2.47,L,8,78,1468.22,69.9853,8.47335,-17.0296,-4.64429,9.2727,CU
Verlander,Justin,434378,7054203,14712314,82.0623,-2.34737,6.30067,-0.0104099,1.97391,6.8,-5.37,L,6,77,1603.29,47.463,7.18693,-18.5081,-3.85894,9.85442,CU
Darvish,Yu,506433,8254730,18121652,80.3033,-1.95225,5.81148,-1.0534,1.86425,7,-5.09,L,4,77,1399.68,48.8458,4.16989,-17.5931,-2.24436,9.38903,CU
Lackey,John,407793,8289511,18254947,82.6634,-2.34259,6.59977,0.160598,1.93101,7.226,-4.578,L,6,78,1447.85,53.0082,7.83333,-19.0541,-4.08017,9.8436,CU
Halladay,Roy,136880,8077054,17522518,77.4679,-1.99413,6.20804,1.69962,1.61752,8.325,-1.121,R,6,78,1337.28,76.1468,10.1758,-17.5864,-5.56126,9.5521,CU
Rodriguez,Francisco,408061,7933468,16970196,77.9912,-1.58244,6.1158,1.36516,1.23157,7.042,-7.048,R,8,72,1920.05,42.7989,8.21969,-20.059,-4.5516,10.994,CU
Haren,Dan,429717,6817496,14042745,78.6206,-1.32171,5.99391,1.6607,2.09491,4.072,-1.66,L,7,77,587.059,59.9997,7.42561,-16.3556,-4.05977,8.88508,CU
Vogelsong,Ryan,285064,8177518,17824419,76.795,-1.98037,5.96465,0.836681,0.784658,0.22,-4.45,L,4,75,589.375,9.70491,5.71749,-19.789,-3.19472,10.9341,CU
Beckett,Josh,277417,7957242,17064398,73.65,-2.06468,5.54516,-1.08219,3.9734,8.79,-8.54,L,2,77,2098.33,45.1258,4.5332,-13.9442,-2.64508,8.08794,CU
Drabek,Kyle,475138,7958919,17070773,81,-1.12748,6.33697,1.86805,-0.0745592,4.54,-3.681,R,3,73,870.142,44.5715,7.85604,-22.3837,-4.14252,11.6599,CU
Burnett,A.J.,150359,8067801,17487122,80.1724,-1.7588,5.68479,-1.54078,2.48705,8.292,-5.005,L,5,76,1577.34,54.3206,3.17344,-16.0014,-1.70281,8.52511,CU
Balfour,Grant,346797,8242056,18073233,82.3762,-1.37814,6.47885,-0.775697,1.80298,3.035,-2.789,L,9,74,512.931,38.9326,2.343,-18.4947,-1.20145,9.39988,CU
Nova,Ivan,467100,8002740,17238618,78.642,-2.94109,6.48961,-1.43768,1.77892,4.324,-10.853,L,5,76,2696.49,21.1808,4.45585,-20.9489,-2.45729,11.4067,CU
Kimbrel,Craig,518886,7605648,16091346,86.1081,-2.67396,5.11789,-1.34575,2.91858,6.26,-7.41,R,11,71,1673.64,39.4239,5.1962,-14.6958,-2.58783,7.28433,CU
Sheets,Ben,282656,8028409,17336885,78.5956,-2.35966,6.40176,-2.34764,1.67371,5.07,-6.91,L,6,73,1304.89,31.0724,1.64773,-19.7307,-0.906763,10.7317,CU
Karstens,JeFA,444371,7294866,15333297,69.972,-2.75583,6.3996,0.832878,2.02877,10.077,-7.28,R,5,75,3203.65,52.154,9.3792,-18.8406,-5.80939,11.5507,CU
Latos,Mat,502009,8059297,17454648,78.4848,-0.526483,6.9348,-0.385977,2.48705,4.369,-4.133,L,8,78,779.257,39.6942,1.70477,-18.2933,-0.922758,9.8058,CU
Worley,Vance,474699,8021653,17311253,76.5622,-2.20598,6.92358,-1.4393,0.782036,4.97,-2.53,R,6,74,957.505,51.675,3.1159,-21.134,-1.72552,11.5482,CU
Hernandez,David,456696,8220958,17992668,84.0061,-3.09017,6.02985,0.122666,1.1057,7.718,1.481,R,8,74,1287.29,90.4604,9.7161,-17.6134,-4.94247,8.90951,CU
Fister,Douglas,450729,8306875,18321744,75.8939,-3.65366,6.22587,2.5131,-0.0162938,3.37,-15.43,R,7,80,2897.22,38.2536,14.0668,-23.0875,-8.09332,13.1372,CU
Teheran,Julio,527054,8331657,18416901,74.3943,-2.94933,5.22599,1.01786,0.838672,7.468,-3.272,L,3,74,1255.38,61.939,9.95881,-17.7776,-5.75457,10.1982,CU
Chatwood,Tyler,543022,6811758,14026050,79.0456,-1.49108,5.6133,0.461729,0.90635,1.43,-5.423,L,3,72,757.381,16.1701,4.51707,-19.2681,-2.43,10.2606,CU
Halladay,Roy,136880,7853169,16740844,78.7331,-1.98025,6.29465,-0.251297,3.61019,8.889,-0.135,L,6,78,1273.91,84.1455,6.42328,-13.3676,-3.49834,7.25055,CU
Volstad,Christopher,458690,7727147,16392218,77.7368,-1.83261,6.72068,-0.524265,1.22687,7.81,-7.05,L,6,80,2148.3,42.744,5.09683,-21.2585,-2.85652,11.7564,CU
Wilhelmsen,Tom,452666,6664321,13605138,76.1823,-1.5715,6.38719,-0.580157,3.26262,2.222,-10.397,R,6,78,1921.4,12.4366,2.67614,-17.5361,-1.49737,9.71978,CU
McDonald,James,457428,6986324,14527710,80.0485,-1.32816,6.5551,1.02222,0.633413,5.5,-6.75,R,5,77,1727.42,35.5637,6.6476,-22.1952,-3.63253,11.9675,CU
Hernandez,David,456696,6993025,14547837,80.8148,-1.50293,6.18214,-0.872776,3.59507,10.06,-0.42,R,8,74,1505.75,82.4422,4.61218,-13.2151,-2.48542,7.08944,CU
Gee,Dillon,518716,6761037,13877309,71.0173,-1.60867,5.70674,0.604793,1.98653,9.26,-8.44,R,3,73,2868.46,45.7017,6.72472,-17.9893,-4.13688,10.9506,CU
McCarthy,Brandon,435221,6785246,13947021,79.7822,-1.69441,6.51661,-0.347839,3.28109,9.831,-4.756,R,5,79,1795.93,60.2182,5.96922,-15.9884,-3.25257,8.65484,CU
Loe,Kameron,434180,8030241,17343931,79.1682,-2.46879,6.76321,0.144092,2.45352,6.4,-4.394,R,7,80,1220.16,52.2046,7.5372,-18.121,-4.02513,9.60229,CU
McCarthy,Brandon,435221,6811785,14026150,81.36,-1.67122,6.72639,0.361452,2.2435,6.704,-2.676,L,5,79,1035.95,60.9025,6.53904,-17.9647,-3.46176,9.43583,CU
Fien,Casey,502272,8204634,17930081,77.4745,-2.79419,5.5956,-1.83957,2.95629,7.936,-1.256,L,7,74,968.075,75.6995,4.44441,-13.6715,-2.46639,7.5476,CU
Jimenez,Ubaldo,434622,8319552,18370439,78.6045,-0.862517,6.42726,-0.333167,1.74814,5.479,-4.84,L,3,76,1129.16,41.9243,2.84581,-18.9777,-1.55838,10.283,CU
Carpenter,Chris,112020,6703215,13706868,75.0583,-1.7203,6.10715,-1.66133,3.67057,7.14,-12.35,L,4,78,3875.15,28.0509,2.24253,-16.716,-1.33517,9.85586,CU
Rodriguez,Fernando,451775,7928121,16949694,78.8732,-1.20221,6.79885,0.656697,1.69367,1.622,-10.04,L,9,75,2028.54,10.839,4.3017,-21.4634,-2.39837,11.8038,CU
Lynn,Lance,458681,8047143,17408353,81.1974,-3.31332,5.83857,1.2599,1.96345,4.672,-3.761,R,6,77,1052.48,50.5164,11.1416,-17.0138,-5.97863,9.08602,CU
Cosart,Jarred,543054,8304009,18310604,78.2181,-1.91888,6.38875,-1.1692,1.24968,4.25,-11.93,L,4,75,3011.55,18.3289,2.88162,-22.1498,-1.59261,12.0634,CU
Hernandez,Livan,115817,7080219,14787337,68.401,-1.68333,5.52585,-1.78766,2.47223,9.03,-2.63,L,4,74,1103.26,68.3141,2.34184,-15.1752,-1.47038,9.4438,CU
Rodriguez,Francisco,408061,7932022,16964681,76.5798,-1.90412,5.9249,0.310729,1.09992,7.575,-8.422,L,8,72,2404.06,39.5221,6.74508,-20.2729,-3.83841,11.401,CU
Worley,Vance,474699,8196546,17898771,76.8263,-1.94327,6.97008,-1.49326,3.60988,5.47,-7.334,L,5,74,1387.49,34.0594,2.63405,-17.0541,-1.46307,9.3897,CU
Fernandez,Jose,605228,8248269,18096892,80.6427,-2.04946,5.88156,-1.09757,3.97304,12.803,-3.94,R,4,74,3493.68,70.9861,6.24671,-12.9372,-3.30992,6.8301,CU
Wainwright,Adam,425794,8048982,17415491,72.3859,-1.21601,6.68379,-0.33553,2.96757,6.691,-9.091,L,6,79,2338.22,33.5835,3.58182,-18.1724,-2.18739,10.9672,CU
Myers,Brett,408206,7067689,14752477,76.3031,-1.68166,6.10929,-1.006,3.45278,11.864,-10.117,L,4,76,5234.11,47.3919,4.97178,-16.4844,-2.86257,9.41339,CU
Fife,Stephen,543155,8341171,18453351,78.8744,-1.34536,6.47909,0.880053,1.91872,6.592,-6.401,R,1,75,1787.91,43.4284,6.76028,-19.281,-3.6325,10.263,CU
Lynn,Lance,458681,8226476,18014054,78.2563,-2.48412,5.49242,0.774052,2.06253,6.33,-7.062,L,5,77,1802.1,41.9268,8.64327,-17.1129,-4.77657,9.39407,CU
Humber,Philip,458950,8046731,17406757,80.1014,-1.50551,5.8988,-0.0130977,3.06431,8.949,-9.396,L,9,75,3549.68,42.3262,6.01567,-16.6658,-3.2583,8.96271,CU
Marcum,Shaun,451788,7103464,14848835,70.8853,-1.16052,6.34011,-1.20397,1.91461,3.24,-6.61,L,7,72,925.295,22.4751,0.865298,-18.7897,-0.520134,11.1519,CU
Williams,Jerome,425532,8240633,18067840,74.6012,-2.69215,5.7946,0.0514215,1.49077,8.705,-3.696,L,6,75,1634.54,62.0712,7.97611,-17.7459,-4.61279,10.1768,CU
Nathan,Joe,150274,7977420,17142174,83.4907,-2.1227,6.75277,-0.857919,2.42209,2.891,-4.155,L,9,76,724.184,31.5454,3.78342,-18.2615,-1.91216,9.15419,CU
Simon,Alfredo,430580,8299662,18294309,78.6274,-2.70841,6.45633,1.0711,1.48994,4.822,-2.839,R,7,76,801.428,54.8591,9.38683,-18.9561,-5.03602,10.0905,CU
Worley,Vance,474699,7833704,16672432,74.957,-2.08175,6.90935,0.0943997,1.23973,5.48,-7.33,R,1,74,1648.88,34.1666,5.938,-21.5448,-3.40322,12.1758,CU
Peavy,Jake,408241,7055333,14716471,80.36,-1.74569,5.70375,0.245063,0.438492,2.294,-5.427,L,3,73,962.36,22.1968,4.88379,-20.427,-2.66089,11.0003,CU
Johnson,Steve,489002,8207696,17941761,65.9595,-1.15147,6.08275,-0.132079,1.70379,7.982,-7.201,L,4,73,1576.15,44.0507,3.89923,-18.8008,-2.54985,12.1187,CU
Rodriguez,Henry,469159,6952590,14433479,85.3675,-1.51878,6.75719,0.510494,2.38466,5.56,-1.82,R,7,72,791.99,63.6219,6.49425,-17.5966,-3.24237,8.72667,CU
Gallardo,Yovani,451596,7751885,16452260,81.5873,0.369501,6.58213,0.665135,1.20554,2.187,-4.154,L,7,74,671.168,21.8623,1.36527,-20.3937,-0.714899,10.5582,CU
Garland,Jon,279782,8228844,18022943,78.5877,-2.14426,6.79068,0.389078,1.29607,2.306,-3.649,L,4,78,819.59,29.9431,5.94094,-20.2707,-3.24442,10.9468,CU
Veras,Jose,407842,6847685,14129907,78.8906,-2.48737,5.20543,-1.42225,2.38497,8.79,-8.19,R,7,78,2437.18,45.0251,5.01033,-16.2387,-2.74461,8.83159,CU
Blanton,Joe,430599,8279446,18216555,77.7584,-0.894514,6.49961,-0.73852,0.275082,4.219,-6.083,L,4,75,1171.35,27.6016,1.64439,-22.4339,-0.920465,12.3632,CU
Thompson,Rich,460366,7742947,16430085,78.5403,-0.377649,6.55374,0.815051,-0.845285,6.28,-6.45,R,7,73,1914.24,37.1556,4.43708,-25.0249,-2.45051,13.5696,CU
Guthrie,Jeremy,425386,8004082,17243907,73.9413,-2.02518,5.94652,0.457246,1.52502,3.566,-0.762,L,5,73,444.695,64.9533,5.90023,-17.083,-3.39485,9.74558,CU
Carrasco,Carlos,471911,7294994,15333780,81.7188,-1.95776,5.91582,0.0625003,2.21798,6.575,-5.826,L,2,75,1552.44,45.8463,6.4999,-17.3556,-3.42463,9.07835,CU
Gallardo,Yovani,451596,6720846,13760035,80.1551,-0.344113,6.53036,-1.27175,3.98107,6.204,-9.582,L,5,74,2185.07,29.6743,0.0907261,-16.1413,-0.0488337,8.62246,CU
Allen,Cody,592102,8346631,18474279,86.1663,-1.28484,5.99128,-0.266787,3.23193,3.536,-4.946,L,7,73,843.114,33.2456,3.51479,-15.0755,-1.77297,7.56275,CU
Pestano,Vinnie,502260,7922635,16928492,76.8484,-3.46293,4.58603,-0.577205,1.80652,10.371,-2.994,R,8,72,1828.98,71.2599,9.07441,-14.5147,-5.0402,8.02978,CU
Isringhausen,Jason,116414,7988370,17183926,78.3229,-2.16268,6.4202,-0.569629,2.11386,4.557,-7.718,R,8,75,2276.78,29.3566,4.755,-19.1598,-2.57288,10.2629,CU
Hammel,Jason,434628,8018044,17297255,80.559,-2.14907,6.55974,0.894327,1.59088,2.862,-7.126,R,1,78,1336.4,23.7109,7.27771,-20.3757,-3.94715,10.9339,CU
Carpenter,Chris,112020,7859062,16763191,74.4816,-1.63994,6.33822,-0.507652,1.43026,7.036,-11.394,L,6,78,3326.02,29.3074,4.27374,-21.1834,-2.53504,12.3773,CU
Estrada,Marco,462136,8019122,17301322,80.3875,-1.50203,5.89982,-0.300077,1.31325,4.974,-3.938,L,6,72,877.394,44.66,4.14622,-18.559,-2.22852,9.88106,CU
